gene_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	PC51	PC52	PC53	PC54	PC55	PC56	PC57	PC58	PC59	PC60	PC61	PC62	PC63	PC64
ENSG00000267174	-10.91705	0.076483496	-1.7412733	-4.3611226	5.5376406	1.5261753	-1.3869063	4.135588	-0.42266312	-0.15929979	-0.4026014	1.424895	-4.138539	0.92342067	-1.5820525	-0.0032143549	-1.082968	1.8509674	0.04798611	-1.6730095	-1.3064532	-0.3619854	0.6399815	-0.92632484	0.47493404	0.44327286	0.80901635	1.0962306	-0.4435479	-0.0065092444	0.12204686	0.5168388	0.29304546	0.14589365	0.29908568	-0.26047787	0.26243404	-0.35873795	-0.2755747	-0.35267267	-0.4691235	0.1794195	0.1283383	0.6121708	0.04152135	-0.1418133	0.032582182	-0.2303536	-0.36182722	0.74698263	0.50423765	0.14390717	0.32632154	0.9996954	-0.091816306	0.32431865	0.32704186	-0.44201306	0.3296739	-0.39701977	0.26192376	0.40882915	0.07098065	-0.36459297
ENSG00000132549	-3.7037077	-0.4017554	-0.24888945	0.2420332	-1.0119948	-0.7272305	0.14274722	-0.813772	0.51704204	0.18286628	0.25830266	-0.44961673	-0.14787897	-0.222509	-0.3716191	-0.18581815	-0.36361143	0.73986167	-0.16131605	-0.10398497	-0.42056423	-0.068003856	-0.1034271	-0.2699629	0.058499407	-0.6253101	-0.1971944	-0.7264324	0.13517182	-0.063025184	-0.08779626	-0.3919104	0.12018724	-0.46369237	0.21824242	-0.2321241	-0.72255445	-0.08408989	-0.04580621	-0.11187246	0.19891383	-0.23844483	0.24961482	0.49272326	0.18072478	-0.24623118	0.15462309	-0.03047603	-0.21033873	-0.021223234	-0.107983135	-0.018580984	-0.29049367	0.040178128	0.02959063	0.0003060973	-0.42574096	-0.010344105	0.21044539	0.2328051	0.015210614	-0.14127259	-0.17917708	0.010271892
ENSG00000254401	-12.3406925	2.471724	0.22974522	-0.77822834	0.07571287	-0.042944852	-0.090922154	-0.12519777	0.96760577	-0.3058991	0.012402388	-1.1152195	-0.15905383	-1.0144861	-1.0840212	0.28252897	-0.4639928	0.8290537	-0.17925029	-0.46966594	0.545062	0.091813095	-0.16424568	0.12202949	0.36447173	0.1595843	0.32279065	0.20425136	0.14848295	-0.06346174	-0.3367073	-0.042852182	0.050232217	0.23610915	-0.03915969	0.09805619	0.0552867	-0.0451991	0.17517221	-0.03688605	0.035861194	0.036996223	-0.14729606	-0.1247688	0.0059989314	0.06220261	-0.11857494	-0.055545747	0.059545424	-0.051066816	-0.0018383436	-0.054004997	0.04694617	0.05326686	0.10739722	0.027035236	0.14253257	-0.052312866	0.012966783	0.010953095	-0.002059999	-0.013908614	0.0561458	-0.0077190236
ENSG00000243770	-12.653476	2.5328155	0.25951767	-0.784039	0.11788239	-0.019599957	-0.10675137	-0.07353818	0.99709284	-0.2819715	0.052459516	-1.1430976	-0.13759738	-1.0942736	-1.2522999	0.47008747	-0.4495741	0.7693924	-0.13829319	-0.6085431	0.5360185	0.05001945	-0.13887596	0.07355657	0.34678954	0.22120391	0.32754257	0.31581318	0.11409558	-0.061412223	-0.2931414	-0.035289288	-0.002296871	0.21688023	-0.19537103	0.016671099	0.033946197	-0.04519571	0.16829048	-0.047506165	0.045101237	0.035081845	-0.12990506	-0.110722564	0.030038608	0.03541155	-0.13451718	-0.049707457	0.026836734	-0.07950198	0.010702371	-0.05939198	0.10002747	0.089837074	0.15532206	0.023821818	0.084066704	-0.0632562	-0.0011792046	-0.021619508	-0.04932029	-0.03444769	0.069124065	0.0043994677
ENSG00000237083	-12.65239	2.531541	0.2568803	-0.7835932	0.114678465	-0.020980598	-0.106447086	-0.07283494	0.9980818	-0.28473487	0.0498692	-1.1424458	-0.13371639	-1.0927485	-1.2470021	0.46347624	-0.44754723	0.7702303	-0.1393526	-0.60589355	0.53724056	0.04833613	-0.13831648	0.06941309	0.35170373	0.22066773	0.327478	0.31227452	0.112989314	-0.061462607	-0.29201117	-0.03321827	-0.000719923	0.21442905	-0.19881076	0.017186949	0.03282962	-0.050603926	0.16774406	-0.047557686	0.042521648	0.036931902	-0.12556289	-0.11042827	0.027511666	0.03294823	-0.13461472	-0.05040147	0.027264513	-0.07843352	0.008326498	-0.06136832	0.099907644	0.09126905	0.15624821	0.026952349	0.085385725	-0.05992524	-0.0020816438	-0.020250196	-0.048973113	-0.033789374	0.067899264	0.0064599533
ENSG00000112379	-7.202578	5.145006	0.011753864	-0.1260093	-0.43867335	0.46162254	-0.095026165	-2.3632276	-4.5502777	0.4288393	2.4498608	0.7894642	-1.1786562	0.57752585	-2.124983	3.261047	-0.36528906	-3.9034324	1.0423992	0.47561988	-0.99394333	-1.2450442	0.19545351	-0.34958908	-3.2962813	-1.5990233	-0.51164573	1.8898832	0.46251538	-0.08430655	-0.8733896	-0.62271225	-1.2865454	0.073297456	0.7802748	0.989142	-0.5582913	2.6879299	-1.7260195	-0.22570193	-0.3542171	-1.8752782	0.16971956	0.22226244	0.5611146	0.5828349	-0.325003	0.09639825	-0.48026198	-1.1013035	0.057712935	0.21993254	0.37672815	-0.45026174	-0.26862445	-0.16437319	-0.34742546	-0.016677408	-0.49763456	0.14155418	-0.3682886	-0.06665459	-0.08335608	0.17682932
ENSG00000237461	-12.340973	2.6405022	0.25820515	-0.6765525	0.006367913	-0.049768526	-0.10192178	-0.16791326	0.81671864	-0.415836	-0.07202732	-0.9409524	-0.31976244	-0.7427283	-0.42042226	0.016484179	-0.4220114	0.7627177	-0.2437241	-0.30777362	0.71073735	0.17616594	-0.08271271	0.040937953	0.35245135	0.32319555	0.37358755	0.29504922	0.116295435	-0.053927757	-0.33249947	-0.006715188	-0.072643146	0.19352171	-0.14192127	0.029571805	0.022697648	-0.066708915	0.1643917	-0.05420062	0.06474754	0.021184064	-0.13388886	-0.095973015	0.035534885	0.0299237	-0.119757675	-0.0681512	0.016554475	-0.08306282	-0.034360785	-0.0610619	0.11331099	0.090426624	0.13724826	0.020289626	0.081938185	-0.062033236	-0.017540833	-0.01567541	-0.06506627	-0.03661017	0.08404047	0.04283992
ENSG00000232120	-12.655165	2.5353324	0.25812492	-0.78216517	0.11391967	-0.020183489	-0.1065724	-0.07508181	0.99565417	-0.28846234	0.047656678	-1.1372619	-0.14228754	-1.0830898	-1.2231975	0.45308787	-0.44768548	0.77106845	-0.14202848	-0.59815323	0.542995	0.05498339	-0.1374404	0.07350483	0.3489276	0.22536652	0.33041108	0.31520796	0.11514886	-0.061289243	-0.2948767	-0.033036	-0.00464162	0.21663542	-0.19406399	0.017537836	0.035105128	-0.048698075	0.17058972	-0.047174394	0.04603836	0.036250006	-0.1312084	-0.110978246	0.030044131	0.03605105	-0.13552184	-0.051643133	0.02678288	-0.07965571	0.008085025	-0.059160665	0.10076977	0.090008065	0.15243949	0.024026522	0.08682325	-0.061986465	-0.0035957354	-0.022483438	-0.05154297	-0.031304583	0.07149877	0.0083730025
ENSG00000137726	38.413204	9.662331	-7.214876	9.806529	-13.002796	-6.228936	1.5746372	-11.997262	-21.602123	1.2160625	9.795851	9.477777	-13.23347	12.315097	-3.3622408	9.325024	-6.241202	-8.310207	-1.4856194	1.5965804	-6.547478	-4.5563126	-7.4854045	4.2810163	-10.386366	-12.187728	-1.2652978	-2.7458303	-0.089217484	-0.10878032	0.41058105	-2.161216	7.4119973	5.0383773	10.587732	4.88839	-0.22924782	-3.2033353	1.8572013	-1.142226	0.1117518	3.135116	-0.9021215	0.52764964	2.339574	-1.4523615	0.20211446	-3.4053009	5.6831555	-5.1405096	-1.4522972	0.283387	-8.438398	6.4349384	-7.783585	0.72179466	3.9111686	4.092698	7.4709206	4.166823	4.981057	-3.937412	3.6391742	-2.200155
ENSG00000259281	-11.732209	3.17273	0.30596593	-0.35237274	-0.47809684	-0.08518979	-0.09470561	-0.5282424	0.17511944	-1.2805841	-0.8327893	-0.00094351487	-1.318088	0.96644497	3.7180831	-2.3951933	-0.18301731	0.8465967	-0.7706535	1.0399207	1.5160547	0.7518982	0.1871999	0.11023374	0.17235886	0.59526354	0.5762076	0.30896372	0.2575465	-0.026404195	-0.6898354	0.2031261	-0.41638207	0.12135696	0.054607417	0.13634269	0.13304478	-0.2374513	0.2709249	-0.07442858	0.12723264	-0.03573943	-0.20749508	-0.08591705	0.090644486	0.108821854	-0.14800648	-0.22543603	-0.03749653	-0.15583648	-0.25285342	0.018884169	0.26956496	0.037253875	-0.02318274	0.038118295	0.2300654	0.057464615	-0.19569758	-0.07026974	-0.28137216	0.1718667	0.26501215	0.32689905
ENSG00000257658	-12.650624	2.5346994	0.2584566	-0.78282875	0.11763802	-0.019726388	-0.10666082	-0.07492005	0.99397635	-0.28159618	0.054551076	-1.1420078	-0.13736758	-1.0933168	-1.25292	0.4725497	-0.45013532	0.7670297	-0.13742313	-0.6078878	0.5348218	0.04852231	-0.14015399	0.07241992	0.3437626	0.21798329	0.32724848	0.31775618	0.114882246	-0.061682362	-0.29267114	-0.035787825	-0.0028333066	0.21783708	-0.19494587	0.01733306	0.03422478	-0.043276418	0.16658595	-0.047171135	0.044480946	0.03246363	-0.12818305	-0.109694414	0.030438934	0.035923608	-0.1348349	-0.049276453	0.026900968	-0.0804868	0.011083291	-0.059786648	0.09970087	0.089543276	0.1542859	0.023192866	0.084738754	-0.06321632	-0.00060110836	-0.021805065	-0.047889758	-0.03363704	0.06801624	0.0028650928
ENSG00000238610	-12.659976	2.5317552	0.2578047	-0.78483427	0.117392145	-0.020057837	-0.10645439	-0.07271956	1.0004889	-0.28099585	0.052234832	-1.1445788	-0.13503428	-1.0964676	-1.254653	0.47024482	-0.44948044	0.7712641	-0.1378755	-0.60864055	0.5362944	0.05045793	-0.13985687	0.073212765	0.35005262	0.2226358	0.32838494	0.31502748	0.114487186	-0.061611332	-0.2918383	-0.034666512	-0.0019472372	0.217471	-0.19640936	0.016014129	0.03438177	-0.047578566	0.1691773	-0.04759271	0.045115687	0.03637333	-0.13056119	-0.11035229	0.029582554	0.035099573	-0.13503882	-0.049885374	0.02684415	-0.078773946	0.010275949	-0.06002899	0.098896176	0.09045956	0.15450165	0.023689022	0.08529243	-0.06364166	-0.00084276806	-0.021678092	-0.048526857	-0.03421123	0.06882935	0.0037964717
ENSG00000188985	-12.446964	2.4901323	0.21949819	-0.7875417	0.12377575	-0.02918828	-0.10438513	-0.110871814	0.95231616	-0.28747827	0.058668535	-1.1373602	-0.1056392	-1.0714417	-1.1763779	0.44929013	-0.45391324	0.74367535	-0.13284235	-0.5948627	0.5415916	0.04927152	-0.14362054	0.06426348	0.342058	0.24490817	0.33371788	0.30357736	0.09950108	-0.05777948	-0.3025467	-0.023370642	0.010354788	0.24479473	-0.19753942	0.003722858	-0.007280421	-0.03844115	0.1631956	-0.052170638	0.061225783	0.034273982	-0.12405839	-0.09194951	0.02788456	0.0222823	-0.13127618	-0.06376506	0.015723484	-0.060697738	-0.011704779	-0.063201144	0.0963671	0.10725778	0.16333932	0.013124983	0.06389886	-0.046151865	0.024461163	-0.019700034	-0.062177513	-0.053437483	0.06595501	0.01037795
ENSG00000105784	-8.953832	4.466846	-0.02935328	-0.5735696	-0.052979413	-0.24348821	-0.086130075	-1.8640043	-2.0820754	0.031452764	1.3504447	-0.015864719	-0.5493139	-0.35970393	-0.8697973	2.3281868	0.15332344	-0.24871467	-0.064632036	-0.08413656	-0.23715448	-0.6156546	-0.1759483	-0.79956394	-1.4216772	-0.9184991	0.1195905	1.0393358	0.38617235	-0.088466026	-0.7002281	-0.07510025	-0.34201968	0.36929893	-0.20984234	0.056653775	-0.0068032453	0.072230466	0.28133553	-0.045118194	0.038721424	-0.060210075	-0.062412057	-0.05781167	0.06820974	0.0052996217	-0.050521757	-0.31558287	0.07502258	-0.40252838	-0.050335992	0.0640775	-0.013856646	0.4723499	0.2543915	0.09189436	-0.27651596	-0.1987062	-0.2525286	-0.13066584	0.04345998	-0.163736	-0.028749568	0.12546355
ENSG00000260519	-11.987379	2.9071355	0.23849386	-0.32691184	-0.13330328	-0.044466402	-0.106026754	-0.33744836	0.4368947	-0.8903546	-0.5083641	-0.4512795	-0.87352383	0.18582144	1.8044168	-1.2970228	-0.27475768	0.79654837	-0.52806395	0.43768653	1.1616671	0.48556435	0.052993435	0.115595914	0.24401367	0.45194423	0.48137903	0.30277514	0.20012712	-0.040299352	-0.5231396	0.10843759	-0.24273665	0.15633607	-0.051957224	0.07214552	0.091845386	-0.17826514	0.22771445	-0.06041629	0.09370501	0.01241247	-0.17534475	-0.091948606	0.05208415	0.050561927	-0.11369871	-0.15032966	-0.003751217	-0.10194544	-0.16779755	-0.028560393	0.16890557	0.05181789	0.057173632	0.024385324	0.17247489	0.010270041	-0.12998398	-0.051925946	-0.19247678	0.112911165	0.17686409	0.20847149
ENSG00000186862	-8.912155	4.7279434	0.2787706	-0.33693016	-0.24304965	-0.40863967	-0.10506767	-1.812192	-2.9759355	0.28282264	1.7931646	0.40971258	-1.1579133	0.11900632	-1.1917995	2.8424964	-1.107234	-1.9914863	0.12537047	-0.26403967	-0.39394754	-1.318903	0.22892648	-0.0076771984	-2.3814843	-1.4536139	-0.056639142	1.519667	0.5498977	-0.09667734	-0.79498506	-0.07366104	-0.7297691	0.28448594	0.021565765	0.62443	-0.00028368938	1.2801266	-0.85956043	-0.102213964	-0.6028245	-1.7115535	0.9983716	0.031603314	0.24773927	0.40853134	-0.19219291	0.06550788	-0.10706919	-0.80121	-0.030183526	0.08442921	0.49262297	-0.21539283	0.1214455	-0.15642191	0.53283787	-0.039837983	-0.4650275	0.01821894	0.2119484	0.4249833	-0.35232407	0.037927892
ENSG00000143390	11.76942	-3.4952037	-3.8536751	1.6937318	-0.7528761	-1.5248948	0.3910519	-1.7964991	-1.7565025	0.757476	1.5052692	0.96630764	0.37934604	1.7319685	-0.7569581	-1.3206292	0.87391937	1.001788	-0.94405407	1.603497	-0.38683942	0.46476978	-2.3271346	4.281814	-2.1035194	-0.6909919	-1.846874	-2.1071763	0.42524838	0.001685966	0.25384966	0.6722231	1.2203639	1.081978	1.2113352	0.46453935	-0.78045964	0.27707034	-0.23153146	-0.0018133821	0.7845646	-0.7620121	1.260176	0.48079884	-0.84611005	-0.795152	0.5654739	1.1823815	-0.56757265	-0.0068567186	-0.052422415	-0.8482748	-1.2139802	-0.17829433	0.42877674	-0.8375884	-1.4292817	1.6121427	0.88192797	0.7426533	-1.034324	-0.76550204	-0.18341732	0.0513808
ENSG00000231329	-12.404026	2.532189	0.2774751	-0.7387313	0.062579036	-0.03165901	-0.10703714	-0.10033516	0.9234335	-0.379458	-0.055824935	-1.0128567	-0.27743247	-0.8817813	-0.73230916	0.16227268	-0.4145964	0.7714914	-0.21548112	-0.41723076	0.6449377	0.12134489	-0.0997957	0.06878449	0.33221543	0.2364819	0.3386772	0.3012539	0.13874827	-0.06129927	-0.3120535	-0.053937286	-0.04382158	0.18737791	-0.16296892	0.042007975	0.02645784	-0.058247786	0.17438626	-0.044606	0.06737653	0.027826969	-0.13984971	-0.11362249	0.027697355	0.023584664	-0.10727908	-0.05789079	0.030073613	-0.0732763	-0.019878669	-0.060111567	0.08520575	0.08524373	0.13628964	0.03143615	0.07608047	-0.08042285	-0.00032365156	0.0027038143	-0.042889632	-0.036816318	0.0639675	0.0057511465
ENSG00000212599	-12.659765	2.5322812	0.25792527	-0.78493935	0.11754071	-0.01986574	-0.106559835	-0.07305094	0.9996076	-0.28180072	0.052276924	-1.144376	-0.13516426	-1.0956722	-1.2528389	0.46996996	-0.44953856	0.7707903	-0.13824347	-0.6083863	0.5370973	0.05075356	-0.13932489	0.07275658	0.35049754	0.22294003	0.32864094	0.31537747	0.11422241	-0.061565462	-0.29192224	-0.034851298	-0.0019036975	0.2172959	-0.19585647	0.01638394	0.034534372	-0.047656197	0.16991363	-0.04710376	0.045311015	0.036654312	-0.13052428	-0.110835634	0.029901138	0.035380445	-0.13522236	-0.049944345	0.027295297	-0.07889283	0.010647364	-0.060073163	0.099215314	0.09056523	0.15464124	0.02377494	0.08479952	-0.06333633	-0.0007970814	-0.021600574	-0.048473217	-0.034141373	0.06859405	0.0038912855
ENSG00000241156	-12.654762	2.5342057	0.25711647	-0.785798	0.1189626	-0.019855242	-0.106672324	-0.07498509	0.9971961	-0.2803457	0.05316268	-1.1436268	-0.13567093	-1.0961293	-1.2532209	0.47052667	-0.44974756	0.7696938	-0.13792025	-0.60824686	0.5373054	0.050605092	-0.13968623	0.0725933	0.35035524	0.22138272	0.32839143	0.31474853	0.11465281	-0.061562393	-0.29162982	-0.036084693	-0.0029663914	0.2167428	-0.19579396	0.018054798	0.03584933	-0.048529312	0.16928256	-0.047528237	0.0450079	0.037823904	-0.13250138	-0.11140437	0.029889638	0.035160113	-0.13513303	-0.050387647	0.027917556	-0.07849371	0.010362536	-0.059124187	0.09814952	0.08916673	0.15344255	0.023988055	0.08479271	-0.06372894	-0.00031249665	-0.02011644	-0.04778266	-0.032926165	0.067900755	0.0036643283
ENSG00000261212	-12.517067	2.5019343	0.23800139	-0.738519	0.08943009	-0.038129732	-0.09964599	-0.109134175	0.9669204	-0.24560751	0.08167689	-1.1162264	-0.12340554	-1.0665244	-1.255095	0.47689864	-0.45142245	0.7523128	-0.13651396	-0.6039529	0.4844862	0.038721737	-0.1173718	0.064901255	0.3223216	0.19558336	0.31716895	0.33605623	0.12733051	-0.064688094	-0.28323242	-0.06973505	-0.017891537	0.20360726	-0.20476246	-0.0020148472	0.011431264	-0.020875938	0.1505015	-0.05536979	0.04300248	-0.0058424873	-0.10478645	-0.08537968	0.031002691	0.033842124	-0.13253593	-0.022334632	0.002745073	-0.09153378	0.008573988	-0.05796086	0.09995602	0.08188587	0.1615283	0.018455312	0.07191052	-0.06109312	-0.0017999278	-0.030577358	-0.045226723	-0.025025047	0.068454385	-0.0019680944
ENSG00000166971	22.98891	2.6229599	-1.3984834	2.2424479	-4.2990212	-5.3478093	0.29059958	0.057049744	-6.4196744	5.2538157	3.5831008	3.857867	1.380848	3.206988	3.9279368	0.6091883	-2.3401716	-2.5452693	-1.0242677	5.2124925	-3.026688	0.84612966	-0.93397	-0.72713566	-0.41342142	1.8277494	0.0075810626	0.1028246	-0.8098845	0.10748761	0.083859175	0.7230754	-0.8891332	-0.2849516	-0.17881778	-0.29915047	-0.9635906	-0.7094153	0.8991708	0.3680305	1.3786365	1.2272669	-0.6238195	-0.019296952	0.76328534	0.3704755	0.034827985	-0.73680174	0.12187554	1.1837245	0.00024566794	-0.09785747	-0.8136585	-0.006581534	-0.6652439	0.011081658	-1.2145767	0.8979875	-0.8117407	-0.53951794	-0.46881753	-1.1518775	0.30714172	0.04119833
ENSG00000203363	-12.58164	2.5038085	0.23874113	-0.79855907	0.12780528	-0.018367574	-0.10986428	-0.060761772	1.0016311	-0.29211277	0.045394994	-1.1478356	-0.15152214	-1.1124848	-1.2444849	0.47936842	-0.4557495	0.76817054	-0.14085564	-0.59835196	0.5067106	0.05220517	-0.13866161	0.06256301	0.3566442	0.21514204	0.31968743	0.3046474	0.10079776	-0.060071714	-0.2939675	-0.027175428	-0.011181713	0.19793455	-0.19179393	0.004918048	0.025974454	-0.03414428	0.16861643	-0.043161992	0.048513796	0.038043022	-0.13831547	-0.10636544	0.026586207	0.033459935	-0.12911998	-0.06548736	0.028691744	-0.072646976	0.014047158	-0.055438865	0.09205745	0.101046905	0.1492919	0.025646532	0.085453294	-0.063606225	-0.00085198734	-0.024999108	-0.049577978	-0.038176436	0.059041757	0.0094062295
ENSG00000269761	-10.262686	4.2189355	0.30014482	0.37929133	-1.4600427	-0.19298	-0.072255895	-1.2812406	-1.2193185	-2.8518438	-2.3592165	1.8025467	-3.2047777	4.309037	11.755424	-7.073562	0.29652816	0.9726961	-1.7621042	3.635571	3.053205	1.86616	0.6663706	0.19714785	-0.061325684	1.0955848	0.92464894	0.27261317	0.4413612	0.022558039	-1.2341852	0.4424751	-1.0213916	0.018122729	0.39837047	0.25601918	0.1479638	-0.4754352	0.4024246	-0.0967993	0.28577206	-0.13239004	-0.28865573	-0.0012552977	0.22116517	0.11906386	-0.041386534	-0.47728828	-0.09890941	-0.25655413	-0.62388605	0.057729393	0.32629848	0.079578206	-0.121848516	-0.016028037	0.2090485	0.066712566	-0.4042955	0.037633218	-0.3956711	0.27419683	0.2544416	0.5728308
ENSG00000258552	-12.47754	2.6905503	0.25370783	-0.7306504	0.060581174	-0.051786818	-0.107138954	-0.16889812	0.7271877	-0.2887199	0.11948939	-0.99880666	-0.24555083	-0.9183025	-1.0208027	0.4916784	-0.45853204	0.61101365	-0.14064534	-0.51034325	0.46617943	-0.018568458	-0.1576172	0.025180561	0.022913828	0.024301346	0.28444654	0.447901	0.1697698	-0.06653248	-0.3584059	-0.06621491	-0.08779732	0.23713084	-0.13501382	0.070537634	0.01942385	0.1615383	0.050242297	-0.047862656	0.0097953025	-0.15478687	-0.019655043	-0.078150176	0.0703653	0.083453365	-0.15436944	-0.04909724	-0.0031450358	-0.17006396	0.011297781	-0.0497154	0.15435946	0.057098992	0.15620705	0.00032437974	0.08386599	-0.061888587	-0.044678494	-0.030073125	-0.059018668	-0.014724405	0.05705208	0.000574415
ENSG00000236737	-12.660728	2.5319202	0.25799474	-0.785037	0.11775689	-0.019802608	-0.10663393	-0.072610565	1.0002416	-0.28157768	0.052263957	-1.144825	-0.13499942	-1.0964127	-1.2543658	0.47070014	-0.44946405	0.77097434	-0.1380968	-0.6089115	0.53663415	0.050356932	-0.13949071	0.07323529	0.35012898	0.22264285	0.3284932	0.315307	0.11427088	-0.06153029	-0.2920045	-0.034924142	-0.0017184071	0.21738915	-0.19597219	0.016452342	0.03436376	-0.047459736	0.16960688	-0.04712803	0.045610864	0.036531452	-0.13057354	-0.111054756	0.029823974	0.035193328	-0.13509749	-0.049923405	0.027221354	-0.079056256	0.010542981	-0.059884965	0.099155225	0.09051288	0.1545482	0.023825435	0.0847784	-0.06339475	-0.0007839701	-0.021477947	-0.048594385	-0.034083705	0.06888746	0.0038364597
ENSG00000270615	-12.648343	2.5405793	0.25726405	-0.7815302	0.11975103	-0.02026402	-0.106663324	-0.07745306	0.99214953	-0.27979738	0.05537988	-1.1421019	-0.1368649	-1.0934067	-1.251134	0.47164136	-0.45239004	0.76804733	-0.13868728	-0.6063826	0.5359594	0.05025263	-0.13939473	0.06927009	0.3475188	0.21920723	0.3285356	0.3166693	0.11534174	-0.06176653	-0.29211265	-0.03581319	-0.0017057542	0.21832497	-0.19722947	0.015736753	0.035509814	-0.048021708	0.16972956	-0.04773823	0.044455256	0.03683281	-0.1310106	-0.11001554	0.029570073	0.03506291	-0.13520285	-0.050362434	0.026696473	-0.07905682	0.01050079	-0.059048276	0.09955643	0.09009871	0.15471941	0.02403524	0.08419034	-0.06337188	-0.0028655306	-0.02390398	-0.048000786	-0.032705117	0.06589638	0.0037928193
ENSG00000265469	-12.654259	2.5335882	0.2575588	-0.78395915	0.11638525	-0.019481774	-0.10666158	-0.074649476	0.99719626	-0.28233784	0.05285033	-1.142411	-0.13750425	-1.0939461	-1.2515341	0.4700755	-0.4492291	0.7685993	-0.1370143	-0.6069511	0.5367869	0.049356453	-0.13827153	0.075390324	0.34851536	0.22135769	0.32825527	0.31608096	0.11453219	-0.061587047	-0.29342213	-0.035047073	-0.0026342007	0.21732704	-0.19557679	0.016687738	0.033813838	-0.04638586	0.16757534	-0.047861587	0.04463742	0.034456052	-0.12867703	-0.11094801	0.030040767	0.03515282	-0.13487503	-0.05022166	0.026857221	-0.07940776	0.009549474	-0.059968937	0.098875485	0.0906273	0.15450312	0.023678884	0.08496048	-0.06299929	-0.0008019793	-0.021216761	-0.047919344	-0.03390011	0.06791392	0.0037393635
ENSG00000250556	-12.659738	2.5317292	0.25834557	-0.7849857	0.117767915	-0.01984342	-0.10663943	-0.072770886	1.0002841	-0.2816097	0.052282896	-1.1447	-0.13505976	-1.0960509	-1.2536241	0.4705963	-0.44938865	0.77086455	-0.13817318	-0.6085121	0.53676885	0.050590403	-0.13913475	0.07318305	0.35013628	0.22315094	0.3284372	0.31522524	0.114327684	-0.061504427	-0.29214844	-0.03474061	-0.0017577704	0.21740726	-0.19577003	0.016615292	0.034240607	-0.047458403	0.16956353	-0.04721471	0.0456834	0.036399744	-0.13054234	-0.11117589	0.030036878	0.035219487	-0.13526008	-0.049842726	0.027377473	-0.079046525	0.0104325395	-0.05977428	0.099075004	0.0903913	0.15448207	0.02365771	0.08489734	-0.06336152	-0.0010017097	-0.021559557	-0.048575707	-0.033916917	0.06891516	0.0040350873
ENSG00000254061	-12.618412	2.5253415	0.26529473	-0.7758491	0.11593195	-0.018471468	-0.10652076	-0.07936673	0.9920863	-0.28362802	0.050925758	-1.1394123	-0.14116846	-1.0873326	-1.2490468	0.4686404	-0.44915754	0.7674806	-0.1390173	-0.60026026	0.53721756	0.04890057	-0.13953961	0.0734388	0.34955043	0.21212378	0.32901454	0.31597528	0.11850481	-0.062218294	-0.2922949	-0.04211004	-0.0035639137	0.21851595	-0.19138715	0.017962052	0.040600687	-0.04027692	0.16476811	-0.04540159	0.041597143	0.029882748	-0.1280094	-0.11185634	0.028526088	0.03460555	-0.13146405	-0.048796337	0.027192937	-0.07524361	0.006510121	-0.060830217	0.095137656	0.09231877	0.15309994	0.022845296	0.08972742	-0.06666192	-0.0010837124	-0.022063116	-0.04400355	-0.03075075	0.06604487	0.0017404862
ENSG00000265981	-12.655911	2.52992	0.26011288	-0.78264266	0.11766034	-0.018766766	-0.106794775	-0.07331926	0.99926674	-0.28298646	0.051887956	-1.1445825	-0.13615452	-1.0949224	-1.2531449	0.4706269	-0.4483262	0.7704859	-0.13878709	-0.60874724	0.53813183	0.050856665	-0.13861261	0.074371606	0.3503635	0.22334498	0.32863086	0.31499276	0.11423009	-0.061039023	-0.29351327	-0.036597617	-0.0017880067	0.21689281	-0.19565526	0.015398073	0.03344246	-0.046710044	0.17011371	-0.04819445	0.046003737	0.036884155	-0.13133635	-0.10987248	0.030257376	0.033843886	-0.13330352	-0.04889555	0.027622405	-0.07859668	0.009149292	-0.060814276	0.09899232	0.09217482	0.15515386	0.024295658	0.08559037	-0.06305739	-0.00073602726	-0.022209944	-0.049079094	-0.035703603	0.06942111	0.003341209
ENSG00000013374	24.264269	-7.068594	-2.6945515	3.8494687	-3.4974728	-2.1567137	0.3760147	-0.36322612	-1.0315031	0.74507225	-0.057174843	2.1355999	-0.83801544	1.4970301	3.6478007	-2.94465	0.5077127	-0.052944005	-1.0637057	3.4724007	-2.4216542	0.46214694	-0.9839653	0.9911176	-2.023774	-0.96770996	-2.106755	-2.5864797	-0.16715986	0.06717426	0.41953495	0.22021252	0.31171048	-2.215805	0.85195917	0.4937034	-1.554621	0.91997415	-1.1662235	0.25434247	0.3208376	0.0060599945	1.1063076	0.9085316	-0.13645156	-0.7724635	0.17344896	-0.1431366	-0.45704317	0.31504276	0.22098736	0.18131371	-0.48374736	-0.8083218	-0.3936261	0.3419551	-1.1814799	0.71509993	0.09650443	0.423097	-0.47590688	-0.695395	-0.48316407	0.5845065
