gene_id,gene_idx
ENSG00000066294,2727
ENSG00000114013,2728
ENSG00000125810,2729
ENSG00000153283,2730
,2731
ENSG00000102181,2732
ENSG00000134256,2733
ENSG00000156535,2734
ENSG00000177697,2735
ENSG00000117281,2736
ENSG00000177575,2737
ENSG00000177675,2738
ENSG00000135535,2739
ENSG00000174950,2740
ENSG00000204936,2741
ENSG00000134061,2742
ENSG00000091972,2743
ENSG00000163606,2744
ENSG00000206531,2745
ENSG00000116031,2746
ENSG00000090659,2747
ENSG00000150637,2748
ENSG00000122223,2749
ENSG00000198821,2750
ENSG00000174807,2751
ENSG00000120217,2752
ENSG00000103855,2753
ENSG00000167851,2754
ENSG00000167850,2755
ENSG00000186407,2756
ENSG00000284690,2757
ENSG00000178789,2758
ENSG00000204345,2759
ENSG00000186074,2760
ENSG00000161649,2761
ENSG00000241399,2762
ENSG00000167775,2763
ENSG00000158825,2764
ENSG00000102543,2765
ENSG00000140326,2766
ENSG00000096401,2767
ENSG00000094804,2768
ENSG00000097046,2769
ENSG00000079335,2770
ENSG00000081377,2771
ENSG00000218305,2772
ENSG00000130177,2773
ENSG00000117399,2774
ENSG00000164287,2775
ENSG00000094880,2776
ENSG00000164045,2777
ENSG00000101224,2778
ENSG00000158402,2779
ENSG00000176386,2780
ENSG00000004897,2781
ENSG00000099804,2782
ENSG00000105401,2783
ENSG00000106993,2784
ENSG00000168438,2785
ENSG00000070831,2786
ENSG00000143776,2787
ENSG00000198752,2788
ENSG00000171219,2789
ENSG00000128283,2790
ENSG00000149798,2791
ENSG00000163171,2792
ENSG00000179604,2793
ENSG00000167617,2794
ENSG00000197622,2795
ENSG00000158985,2796
ENSG00000093009,2797
ENSG00000134371,2798
ENSG00000151465,2799
ENSG00000184661,2800
ENSG00000111665,2801
ENSG00000170779,2802
ENSG00000146670,2803
ENSG00000144354,2804
ENSG00000164649,2805
ENSG00000134690,2806
ENSG00000163814,2807
ENSG00000157211,2808
ENSG00000039068,2809
ENSG00000170558,2810
ENSG00000062038,2811
ENSG00000179242,2812
ENSG00000179776,2813
ENSG00000113361,2814
ENSG00000081138,2815
ENSG00000150394,2816
ENSG00000113100,2817
ENSG00000040731,2818
ENSG00000140937,2819
ENSG00000154162,2820
ENSG00000140945,2821
ENSG00000129910,2822
ENSG00000166589,2823
ENSG00000079112,2824
ENSG00000145526,2825
ENSG00000071991,2826
ENSG00000101542,2827
ENSG00000149654,2828
ENSG00000107736,2829
ENSG00000139880,2830
ENSG00000124215,2831
ENSG00000148600,2832
ENSG00000074276,2833
ENSG00000128536,2834
ENSG00000187492,2835
ENSG00000099834,2836
ENSG00000186073,2837
ENSG00000089486,2838
ENSG00000103502,2839
ENSG00000170312,2840
ENSG00000123374,2841
ENSG00000111328,2842
ENSG00000167797,2843
ENSG00000250506,2844
ENSG00000135446,2845
ENSG00000164885,2846
ENSG00000176749,2847
ENSG00000171450,2848
ENSG00000101391,2849
ENSG00000136861,2850
ENSG00000108465,2851
ENSG00000105810,2852
ENSG00000134058,2853
ENSG00000132964,2854
ENSG00000136807,2855
ENSG00000185324,2856
ENSG00000008128,2857
ENSG00000248333,2858
ENSG00000167258,2859
ENSG00000065883,2860
ENSG00000058091,2861
ENSG00000138395,2862
ENSG00000102225,2863
ENSG00000059758,2864
ENSG00000117266,2865
ENSG00000155111,2866
ENSG00000156345,2867
ENSG00000145996,2868
ENSG00000100490,2869
ENSG00000138769,2870
ENSG00000006837,2871
ENSG00000205111,2872
ENSG00000008086,2873
ENSG00000124762,2874
ENSG00000111276,2875
ENSG00000129757,2876
ENSG00000147889,2877
ENSG00000168564,2878
ENSG00000237190,2879
ENSG00000147883,2880
ENSG00000123080,2881
ENSG00000129355,2882
ENSG00000100526,2883
ENSG00000185267,2884
ENSG00000129596,2885
ENSG00000064309,2886
ENSG00000205643,2887
ENSG00000140743,2888
ENSG00000109089,2889
ENSG00000239704,2890
ENSG00000223510,2891
ENSG00000214819,2892
ENSG00000163624,2893
ENSG00000101290,2894
ENSG00000204539,2895
ENSG00000167513,2896
ENSG00000091527,2897
ENSG00000113722,2898
ENSG00000165556,2899
ENSG00000131264,2900
ENSG00000172288,2901
ENSG00000172352,2902
ENSG00000182415,2903
ENSG00000129873,2904
ENSG00000153046,2905
ENSG00000166446,2906
ENSG00000079385,2907
ENSG00000170956,2908
ENSG00000105352,2909
ENSG00000105388,2910
ENSG00000086548,2911
ENSG00000007306,2912
ENSG00000124469,2913
ENSG00000213892,2914
ENSG00000213822,2915
ENSG00000186567,2916
ENSG00000273777,2917
ENSG00000007129,2918
ENSG00000245848,2919
ENSG00000172216,2920
ENSG00000221869,2921
ENSG00000092067,2922
ENSG00000153879,2923
ENSG00000115816,2924
ENSG00000218739,2925
ENSG00000099954,2926
ENSG00000170835,2927
ENSG00000139610,2928
ENSG00000142615,2929
ENSG00000215704,2930
ENSG00000142789,2931
ENSG00000219073,2932
ENSG00000149187,2933
ENSG00000048740,2934
ENSG00000159409,2935
ENSG00000101489,2936
ENSG00000161082,2937
ENSG00000140488,2938
ENSG00000075275,2939
ENSG00000143126,2940
ENSG00000008300,2941
ENSG00000103888,2942
ENSG00000135048,2943
ENSG00000205923,2944
ENSG00000186166,2945
ENSG00000184524,2946
ENSG00000115163,2947
ENSG00000125817,2948
ENSG00000145241,2949
ENSG00000138778,2950
ENSG00000117724,2951
ENSG00000153044,2952
ENSG00000102384,2953
ENSG00000151849,2954
ENSG00000123219,2955
ENSG00000120334,2956
ENSG00000100162,2957
ENSG00000166451,2958
ENSG00000138092,2959
ENSG00000188312,2960
ENSG00000031691,2961
ENSG00000175279,2962
ENSG00000102901,2963
ENSG00000151725,2964
ENSG00000166582,2965
ENSG00000223591,2966
ENSG00000283093,2967
ENSG00000224109,2968
ENSG00000203760,2969
ENSG00000169689,2970
ENSG00000114405,2971
ENSG00000174007,2972
ENSG00000133393,2973
ENSG00000106477,2974
ENSG00000213066,2975
ENSG00000164118,2976
ENSG00000138180,2977
ENSG00000166037,2978
ENSG00000183137,2979
ENSG00000182923,2980
ENSG00000011523,2981
ENSG00000114107,2982
ENSG00000112877,2983
ENSG00000101624,2984
ENSG00000148019,2985
ENSG00000173588,2986
ENSG00000130695,2987
ENSG00000111860,2988
ENSG00000121289,2989
ENSG00000258890,2990
ENSG00000182504,2991
ENSG00000116198,2992
ENSG00000154240,2993
ENSG00000168944,2994
ENSG00000110318,2995
ENSG00000100629,2996
ENSG00000141577,2997
ENSG00000174799,2998
ENSG00000103995,2999
ENSG00000135315,3000
ENSG00000110274,3001
ENSG00000143702,3002
ENSG00000099814,3003
ENSG00000101639,3004
ENSG00000126001,3005
ENSG00000198707,3006
ENSG00000166004,3007
ENSG00000178404,3008
ENSG00000135837,3009
ENSG00000134255,3010
ENSG00000147869,3011
ENSG00000167123,3012
ENSG00000100422,3013
ENSG00000188452,3014
ENSG00000223802,3015
ENSG00000143418,3016
ENSG00000154227,3017
ENSG00000090661,3018
ENSG00000139624,3019
ENSG00000172292,3020
ENSG00000113163,3021
ENSG00000198848,3022
ENSG00000172831,3023
ENSG00000172828,3024
ENSG00000172824,3025
ENSG00000159398,3026
ENSG00000177143,3027
ENSG00000147400,3028
ENSG00000153140,3029
ENSG00000087237,3030
ENSG00000070761,3031
ENSG00000163689,3032
ENSG00000163001,3033
ENSG00000197748,3034
ENSG00000206530,3035
ENSG00000213085,3036
ENSG00000171811,3037
ENSG00000165164,3038
ENSG00000166596,3039
ENSG00000172361,3040
ENSG00000188596,3041
ENSG00000243710,3042
ENSG00000120051,3043
ENSG00000089101,3044
ENSG00000181378,3045
ENSG00000137720,3046
ENSG00000105792,3047
ENSG00000156042,3048
ENSG00000186710,3049
ENSG00000142609,3050
ENSG00000188523,3051
ENSG00000215217,3052
ENSG00000183833,3053
ENSG00000114656,3054
ENSG00000204711,3055
ENSG00000205129,3056
ENSG00000164323,3057
ENSG00000231256,3058
ENSG00000283361,3059
ENSG00000206113,3060
ENSG00000163885,3061
ENSG00000157330,3062
ENSG00000196118,3063
ENSG00000188931,3064
ENSG00000163263,3065
ENSG00000186973,3066
ENSG00000160401,3067
ENSG00000156206,3068
ENSG00000272514,3069
ENSG00000154479,3070
ENSG00000163075,3071
ENSG00000158023,3072
ENSG00000179902,3073
ENSG00000159079,3074
ENSG00000197826,3075
ENSG00000137691,3076
ENSG00000160226,3077
ENSG00000156172,3078
ENSG00000243649,3079
ENSG00000136698,3080
ENSG00000152093,3081
ENSG00000197766,3082
ENSG00000153774,3083
ENSG00000000971,3084
ENSG00000244414,3085
ENSG00000080910,3086
ENSG00000116785,3087
ENSG00000134365,3088
ENSG00000134389,3089
ENSG00000205403,3090
ENSG00000172757,3091
ENSG00000165410,3092
ENSG00000003402,3093
ENSG00000126759,3094
ENSG00000001626,3095
ENSG00000135346,3096
ENSG00000164430,3097
ENSG00000267631,3098
ENSG00000104818,3099
ENSG00000104827,3100
ENSG00000189052,3101
ENSG00000196337,3102
ENSG00000213030,3103
ENSG00000163320,3104
ENSG00000143375,3105
ENSG00000128849,3106
ENSG00000138028,3107
ENSG00000100532,3108
ENSG00000138135,3109
ENSG00000128965,3110
ENSG00000143942,3111
ENSG00000136457,3112
ENSG00000100399,3113
ENSG00000167670,3114
ENSG00000159259,3115
ENSG00000198824,3116
ENSG00000070748,3117
ENSG00000172586,3118
ENSG00000106153,3119
ENSG00000106554,3120
ENSG00000163528,3121
ENSG00000125611,3122
ENSG00000159685,3123
ENSG00000170791,3124
ENSG00000250479,3125
ENSG00000141371,3126
ENSG00000153922,3127
ENSG00000131778,3128
ENSG00000173575,3129
ENSG00000170004,3130
ENSG00000111642,3131
ENSG00000116254,3132
ENSG00000124177,3133
ENSG00000171316,3134
ENSG00000100888,3135
ENSG00000177200,3136
ENSG00000277639,3137
ENSG00000016391,3138
ENSG00000149554,3139
ENSG00000183765,3140
ENSG00000085872,3141
ENSG00000072609,3142
ENSG00000100604,3143
ENSG00000089199,3144
ENSG00000133048,3145
ENSG00000064886,3146
ENSG00000134216,3147
ENSG00000204116,3148
ENSG00000109220,3149
ENSG00000177830,3150
ENSG00000133063,3151
ENSG00000110721,3152
ENSG00000100288,3153
ENSG00000134121,3154
ENSG00000188419,3155
ENSG00000203668,3156
ENSG00000131165,3157
ENSG00000255112,3158
ENSG00000130724,3159
ENSG00000083937,3160
ENSG00000115561,3161
ENSG00000254505,3162
ENSG00000101421,3163
ENSG00000164695,3164
ENSG00000086065,3165
ENSG00000176108,3166
ENSG00000147457,3167
ENSG00000128656,3168
ENSG00000106069,3169
ENSG00000154645,3170
ENSG00000110172,3171
ENSG00000187446,3172
ENSG00000166869,3173
ENSG00000123989,3174
ENSG00000033100,3175
ENSG00000111666,3176
ENSG00000104472,3177
ENSG00000090539,3178
ENSG00000101938,3179
ENSG00000054938,3180
ENSG00000166664,3181
ENSG00000168539,3182
ENSG00000181072,3183
ENSG00000133019,3184
ENSG00000180720,3185
ENSG00000184984,3186
ENSG00000138435,3187
ENSG00000120903,3188
ENSG00000080644,3189
ENSG00000101204,3190
ENSG00000169684,3191
ENSG00000147434,3192
ENSG00000175344,3193
ENSG00000174343,3194
ENSG00000129749,3195
ENSG00000170175,3196
ENSG00000160716,3197
ENSG00000147432,3198
ENSG00000117971,3199
ENSG00000135902,3200
ENSG00000108556,3201
ENSG00000196811,3202
ENSG00000175264,3203
ENSG00000175040,3204
ENSG00000122863,3205
ENSG00000140835,3206
ENSG00000135702,3207
ENSG00000183196,3208
ENSG00000147119,3209
ENSG00000124302,3210
ENSG00000154080,3211
ENSG00000115526,3212
ENSG00000171310,3213
ENSG00000136213,3214
ENSG00000180767,3215
ENSG00000169105,3216
ENSG00000182022,3217
ENSG00000131873,3218
ENSG00000198108,3219
ENSG00000168802,3220
ENSG00000127586,3221
ENSG00000160679,3222
ENSG00000213341,3223
ENSG00000258289,3224
ENSG00000144021,3225
ENSG00000166797,3226
ENSG00000166595,3227
ENSG00000103245,3228
ENSG00000005194,3229
ENSG00000159208,3230
ENSG00000185043,3231
ENSG00000136425,3232
ENSG00000141977,3233
ENSG00000157884,3234
ENSG00000188343,3235
ENSG00000153789,3236
ENSG00000079432,3237
ENSG00000176194,3238
ENSG00000136305,3239
ENSG00000187288,3240
ENSG00000179583,3241
ENSG00000112144,3242
ENSG00000138615,3243
ENSG00000160161,3244
ENSG00000177947,3245
ENSG00000177989,3246
ENSG00000182950,3247
ENSG00000181781,3248
ENSG00000162398,3249
ENSG00000173947,3250
ENSG00000124237,3251
ENSG00000188163,3252
ENSG00000215187,3253
ENSG00000173557,3254
ENSG00000287363,3255
ENSG00000185264,3256
ENSG00000100865,3257
ENSG00000163507,3258
ENSG00000198894,3259
ENSG00000138433,3260
ENSG00000099622,3261
ENSG00000283654,3262
ENSG00000122873,3263
ENSG00000145354,3264
ENSG00000277972,3265
ENSG00000114737,3266
,3267
ENSG00000122966,3268
ENSG00000125931,3269
ENSG00000164442,3270
ENSG00000179862,3271
ENSG00000148337,3272
ENSG00000136108,3273
ENSG00000169607,3274
ENSG00000136026,3275
ENSG00000175216,3276
ENSG00000166165,3277
ENSG00000217555,3278
ENSG00000104879,3279
ENSG00000223572,3280
ENSG00000237289,3281
ENSG00000131730,3282
ENSG00000173207,3283
ENSG00000123975,3284
ENSG00000074054,3285
ENSG00000163539,3286
ENSG00000104859,3287
ENSG00000140104,3288
ENSG00000105205,3289
ENSG00000016490,3290
ENSG00000137975,3291
ENSG00000016602,3292
ENSG00000121940,3293
ENSG00000175505,3294
ENSG00000188037,3295
ENSG00000114859,3296
ENSG00000109572,3297
ENSG00000073464,3298
ENSG00000171365,3299
ENSG00000011021,3300
ENSG00000103249,3301
ENSG00000186510,3302
ENSG00000184908,3303
ENSG00000163347,3304
ENSG00000165376,3305
ENSG00000165215,3306
ENSG00000189143,3307
ENSG00000184113,3308
ENSG00000184697,3309
ENSG00000181885,3310
ENSG00000156284,3311
ENSG00000213937,3312
ENSG00000134873,3313
ENSG00000013297,3314
,3315
ENSG00000157224,3316
ENSG00000159261,3317
ENSG00000106404,3318
ENSG00000113946,3319
ENSG00000156282,3320
ENSG00000066405,3321
ENSG00000164007,3322
ENSG00000171217,3323
,3324
ENSG00000177300,3325
ENSG00000253958,3326
ENSG00000185758,3327
ENSG00000228607,3328
ENSG00000234469,3329
ENSG00000080822,3330
ENSG00000160318,3331
ENSG00000150048,3332
ENSG00000165682,3333
ENSG00000188393,3334
ENSG00000110852,3335
ENSG00000069493,3336
ENSG00000236279,3337
ENSG00000166509,3338
ENSG00000163815,3339
ENSG00000111729,3340
ENSG00000198178,3341
ENSG00000166527,3342
ENSG00000166523,3343
ENSG00000152672,3344
ENSG00000182566,3345
ENSG00000104938,3346
ENSG00000258227,3347
ENSG00000205846,3348
ENSG00000172243,3349
ENSG00000197992,3350
ENSG00000132514,3351
ENSG00000105472,3352
ENSG00000172322,3353
ENSG00000256660,3354
ENSG00000176435,3355
ENSG00000038532,3356
ENSG00000187912,3357
ENSG00000157322,3358
ENSG00000140839,3359
ENSG00000157335,3360
ENSG00000261210,3361
ENSG00000188585,3362
ENSG00000153132,3363
ENSG00000162994,3364
ENSG00000213719,3365
ENSG00000155962,3366
ENSG00000169583,3367
ENSG00000169504,3368
ENSG00000112782,3369
ENSG00000159212,3370
ENSG00000113282,3371
ENSG00000130779,3372
ENSG00000106665,3373
ENSG00000105270,3374
ENSG00000115295,3375
ENSG00000013441,3376
ENSG00000176444,3377
ENSG00000179335,3378
ENSG00000113240,3379
ENSG00000165959,3380
ENSG00000166250,3381
ENSG00000188603,3382
ENSG00000102805,3383
ENSG00000128973,3384
ENSG00000182372,3385
ENSG00000109684,3386
ENSG00000074201,3387
ENSG00000134852,3388
ENSG00000172409,3389
ENSG00000162129,3390
ENSG00000125656,3391
ENSG00000137392,3392
ENSG00000204140,3393
ENSG00000196748,3394
ENSG00000104853,3395
ENSG00000049656,3396
ENSG00000166855,3397
ENSG00000163646,3398
ENSG00000249581,3399
ENSG00000180745,3400
ENSG00000092853,3401
ENSG00000171603,3402
ENSG00000158258,3403
ENSG00000139182,3404
ENSG00000122705,3405
ENSG00000175416,3406
ENSG00000141367,3407
ENSG00000070371,3408
ENSG00000147003,3409
ENSG00000120885,3410
ENSG00000103351,3411
ENSG00000132361,3412
ENSG00000079101,3413
ENSG00000177182,3414
ENSG00000146352,3415
ENSG00000034239,3416
ENSG00000125246,3417
ENSG00000092009,3418
ENSG00000111726,3419
ENSG00000164237,3420
ENSG00000187118,3421
ENSG00000103121,3422
ENSG00000182712,3423
ENSG00000153815,3424
ENSG00000174600,3425
ENSG00000183671,3426
ENSG00000162368,3427
ENSG00000134326,3428
ENSG00000184220,3429
ENSG00000089505,3430
ENSG00000140932,3431
ENSG00000140931,3432
ENSG00000183723,3433
ENSG00000166091,3434
ENSG00000091317,3435
ENSG00000153551,3436
ENSG00000170293,3437
ENSG00000137200,3438
ENSG00000180917,3439
ENSG00000164309,3440
ENSG00000176571,3441
ENSG00000149646,3442
ENSG00000169714,3443
ENSG00000150656,3444
ENSG00000133313,3445
ENSG00000205423,3446
ENSG00000105427,3447
ENSG00000198515,3448
ENSG00000183862,3449
ENSG00000144191,3450
ENSG00000132259,3451
ENSG00000070729,3452
ENSG00000170289,3453
ENSG00000100528,3454
ENSG00000174871,3455
ENSG00000143786,3456
ENSG00000143771,3457
ENSG00000142675,3458
ENSG00000149970,3459
ENSG00000153721,3460
ENSG00000136110,3461
ENSG00000130176,3462
ENSG00000064666,3463
ENSG00000117519,3464
ENSG00000119946,3465
ENSG00000148842,3466
ENSG00000168763,3467
ENSG00000158158,3468
ENSG00000125107,3469
ENSG00000111596,3470
ENSG00000088038,3471
ENSG00000080802,3472
ENSG00000113300,3473
ENSG00000138767,3474
ENSG00000198791,3475
ENSG00000155508,3476
ENSG00000144580,3477
ENSG00000182973,3478
ENSG00000158435,3479
ENSG00000173786,3480
ENSG00000115649,3481
ENSG00000146910,3482
ENSG00000257727,3483
ENSG00000137161,3484
ENSG00000166997,3485
ENSG00000118432,3486
ENSG00000188822,3487
ENSG00000119865,3488
ENSG00000162852,3489
ENSG00000176563,3490
ENSG00000242689,3491
ENSG00000122756,3492
ENSG00000044459,3493
ENSG00000018236,3494
ENSG00000184144,3495
ENSG00000113805,3496
ENSG00000144619,3497
ENSG00000149972,3498
ENSG00000134115,3499
ENSG00000108797,3500
ENSG00000174469,3501
ENSG00000106714,3502
ENSG00000154529,3503
ENSG00000283378,3504
ENSG00000152910,3505
ENSG00000155052,3506
ENSG00000119397,3507
ENSG00000170037,3508
ENSG00000106603,3509
ENSG00000183978,3510
ENSG00000181924,3511
ENSG00000183513,3512
ENSG00000168275,3513
ENSG00000162377,3514
ENSG00000256053,3515
ENSG00000068120,3516
ENSG00000106078,3517
ENSG00000082438,3518
ENSG00000100473,3519
ENSG00000166685,3520
ENSG00000135775,3521
ENSG00000136152,3522
ENSG00000103051,3523
ENSG00000164597,3524
ENSG00000133103,3525
ENSG00000168434,3526
ENSG00000213380,3527
ENSG00000121058,3528
ENSG00000108821,3529
ENSG00000164692,3530
ENSG00000139219,3531
ENSG00000168542,3532
ENSG00000187498,3533
ENSG00000134871,3534
ENSG00000169031,3535
ENSG00000081052,3536
ENSG00000188153,3537
ENSG00000197565,3538
ENSG00000130635,3539
ENSG00000204262,3540
ENSG00000080573,3541
ENSG00000142156,3542
ENSG00000142173,3543
ENSG00000163359,3544
ENSG00000172752,3545
ENSG00000206384,3546
ENSG00000114270,3547
ENSG00000144810,3548
ENSG00000171812,3549
ENSG00000112280,3550
ENSG00000049089,3551
ENSG00000092758,3552
ENSG00000123500,3553
ENSG00000060718,3554
ENSG00000204248,3555
ENSG00000111799,3556
ENSG00000197467,3557
ENSG00000187955,3558
ENSG00000204291,3559
ENSG00000084636,3560
ENSG00000065618,3561
ENSG00000182871,3562
ENSG00000082293,3563
ENSG00000101203,3564
ENSG00000124749,3565
ENSG00000169436,3566
ENSG00000050767,3567
ENSG00000171502,3568
ENSG00000188517,3569
ENSG00000160963,3570
ENSG00000196739,3571
ENSG00000215018,3572
ENSG00000184374,3573
ENSG00000118004,3574
ENSG00000158270,3575
ENSG00000130309,3576
ENSG00000198756,3577
,3578
ENSG00000206561,3579
ENSG00000173163,3580
ENSG00000114744,3581
ENSG00000148444,3582
ENSG00000140365,3583
ENSG00000170619,3584
ENSG00000188243,3585
ENSG00000149600,3586
ENSG00000169019,3587
ENSG00000110442,3588
ENSG00000145781,3589
ENSG00000105664,3590
ENSG00000093010,3591
ENSG00000165644,3592
ENSG00000143207,3593
ENSG00000122218,3594
ENSG00000129083,3595
ENSG00000184432,3596
ENSG00000105669,3597
ENSG00000181789,3598
ENSG00000158623,3599
ENSG00000172301,3600
ENSG00000166200,3601
ENSG00000141030,3602
ENSG00000138663,3603
ENSG00000121022,3604
ENSG00000168090,3605
ENSG00000111652,3606
ENSG00000144524,3607
ENSG00000198612,3608
ENSG00000172428,3609
ENSG00000111481,3610
ENSG00000005243,3611
ENSG00000173085,3612
ENSG00000132423,3613
ENSG00000167113,3614
ENSG00000110871,3615
ENSG00000119723,3616
ENSG00000167186,3617
ENSG00000163050,3618
ENSG00000123815,3619
ENSG00000088682,3620
ENSG00000135469,3621
ENSG00000115520,3622
ENSG00000145244,3623
ENSG00000102879,3624
ENSG00000172725,3625
ENSG00000110880,3626
ENSG00000106789,3627
ENSG00000103647,3628
ENSG00000167549,3629
ENSG00000262246,3630
ENSG00000241563,3631
ENSG00000103187,3632
ENSG00000131143,3633
ENSG00000131055,3634
ENSG00000178741,3635
ENSG00000135940,3636
ENSG00000111775,3637
ENSG00000156885,3638
ENSG00000126267,3639
ENSG00000160471,3640
ENSG00000164919,3641
ENSG00000161281,3642
ENSG00000112695,3643
ENSG00000115944,3644
ENSG00000131174,3645
ENSG00000170516,3646
ENSG00000127184,3647
ENSG00000176340,3648
ENSG00000187581,3649
ENSG00000006695,3650
ENSG00000166260,3651
ENSG00000178449,3652
ENSG00000014919,3653
ENSG00000133983,3654
ENSG00000138495,3655
ENSG00000163626,3656
ENSG00000240230,3657
ENSG00000203667,3658
ENSG00000047457,3659
ENSG00000091704,3660
ENSG00000158516,3661
ENSG00000163751,3662
ENSG00000128510,3663
ENSG00000158525,3664
ENSG00000165078,3665
ENSG00000160111,3666
ENSG00000153002,3667
ENSG00000080618,3668
ENSG00000108582,3669
ENSG00000109472,3670
ENSG00000214575,3671
ENSG00000137449,3672
ENSG00000107864,3673
ENSG00000113742,3674
ENSG00000106034,3675
ENSG00000283755,3676
ENSG00000284484,3677
ENSG00000197603,3678
ENSG00000132881,3679
ENSG00000168993,3680
ENSG00000145920,3681
ENSG00000213578,3682
ENSG00000166569,3683
ENSG00000135678,3684
ENSG00000120054,3685
ENSG00000178772,3686
ENSG00000214078,3687
ENSG00000140848,3688
ENSG00000085719,3689
ENSG00000196353,3690
ENSG00000124772,3691
ENSG00000100884,3692
ENSG00000178773,3693
ENSG00000139117,3694
ENSG00000144550,3695
ENSG00000144410,3696
ENSG00000080819,3697
ENSG00000103381,3698
ENSG00000104324,3699
ENSG00000021826,3700
ENSG00000071894,3701
ENSG00000165934,3702
ENSG00000119203,3703
ENSG00000160917,3704
ENSG00000187959,3705
ENSG00000111605,3706
ENSG00000149532,3707
ENSG00000110090,3708
ENSG00000205560,3709
ENSG00000169169,3710
ENSG00000157184,3711
ENSG00000224051,3712
ENSG00000106066,3713
ENSG00000147183,3714
ENSG00000088882,3715
ENSG00000121898,3716
ENSG00000109625,3717
ENSG00000203710,3718
ENSG00000197721,3719
ENSG00000117322,3720
ENSG00000166426,3721
ENSG00000143320,3722
ENSG00000109265,3723
ENSG00000196872,3724
ENSG00000130038,3725
ENSG00000177685,3726
ENSG00000169372,3727
ENSG00000007545,3728
ENSG00000095321,3729
ENSG00000134376,3730
ENSG00000148204,3731
ENSG00000130545,3732
ENSG00000113851,3733
ENSG00000241258,3734
ENSG00000169509,3735
ENSG00000118260,3736
ENSG00000107175,3737
ENSG00000157613,3738
ENSG00000182158,3739
ENSG00000060566,3740
ENSG00000143578,3741
ENSG00000146592,3742
ENSG00000005339,3743
ENSG00000111269,3744
ENSG00000164463,3745
ENSG00000137504,3746
ENSG00000143162,3747
ENSG00000175874,3748
ENSG00000163703,3749
ENSG00000184164,3750
ENSG00000095794,3751
ENSG00000147571,3752
ENSG00000145708,3753
ENSG00000120088,3754
ENSG00000106113,3755
ENSG00000150938,3756
ENSG00000213145,3757
ENSG00000182809,3758
ENSG00000146215,3759
ENSG00000119878,3760
ENSG00000241186,3761
ENSG00000225366,3762
ENSG00000124812,3763
ENSG00000124490,3764
ENSG00000096006,3765
ENSG00000121005,3766
ENSG00000103196,3767
ENSG00000167193,3768
ENSG00000099942,3769
ENSG00000006016,3770
,3771
ENSG00000176390,3772
ENSG00000088766,3773
ENSG00000072832,3774
ENSG00000101343,3775
ENSG00000143536,3776
ENSG00000058453,3777
ENSG00000226321,3778
ENSG00000005469,3779
ENSG00000132693,3780
ENSG00000214960,3781
ENSG00000095713,3782
ENSG00000109943,3783
ENSG00000170275,3784
ENSG00000105662,3785
ENSG00000160741,3786
ENSG00000140577,3787
ENSG00000105392,3788
ENSG00000008405,3789
ENSG00000121671,3790
ENSG00000160202,3791
,3792
ENSG00000109846,3793
ENSG00000108255,3794
ENSG00000163499,3795
ENSG00000196431,3796
ENSG00000100122,3797
ENSG00000244752,3798
ENSG00000100053,3799
ENSG00000112297,3800
ENSG00000176092,3801
ENSG00000080200,3802
ENSG00000168582,3803
ENSG00000182187,3804
ENSG00000163254,3805
ENSG00000118231,3806
ENSG00000127377,3807
ENSG00000213139,3808
ENSG00000165475,3809
ENSG00000103316,3810
ENSG00000116791,3811
ENSG00000205758,3812
ENSG00000062485,3813
ENSG00000139631,3814
ENSG00000198930,3815
ENSG00000268902,3816
ENSG00000268916,3817
ENSG00000172346,3818
ENSG00000009307,3819
ENSG00000124207,3820
ENSG00000184371,3821
ENSG00000182578,3822
ENSG00000164400,3823
,3824
ENSG00000100368,3825
ENSG00000108342,3826
ENSG00000119535,3827
ENSG00000147408,3828
ENSG00000169826,3829
ENSG00000136488,3830
ENSG00000213218,3831
ENSG00000204414,3832
ENSG00000103653,3833
ENSG00000214756,3834
ENSG00000183117,3835
ENSG00000121904,3836
ENSG00000164796,3837
ENSG00000126545,3838
ENSG00000135222,3839
ENSG00000171209,3840
ENSG00000113712,3841
ENSG00000180138,3842
ENSG00000141551,3843
ENSG00000213923,3844
ENSG00000169118,3845
ENSG00000133275,3846
ENSG00000151292,3847
ENSG00000101266,3848
ENSG00000070770,3849
ENSG00000254598,3850
ENSG00000204435,3851
ENSG00000283434,3852
ENSG00000173546,3853
ENSG00000114646,3854
ENSG00000104218,3855
ENSG00000144655,3856
ENSG00000110925,3857
ENSG00000178662,3858
ENSG00000159176,3859
ENSG00000175183,3860
ENSG00000129170,3861
ENSG00000170373,3862
ENSG00000170369,3863
ENSG00000101439,3864
ENSG00000101441,3865
ENSG00000170367,3866
ENSG00000175315,3867
ENSG00000077984,3868
ENSG00000125815,3869
ENSG00000173335,3870
ENSG00000101435,3871
ENSG00000125831,3872
ENSG00000121552,3873
ENSG00000160213,3874
ENSG00000101138,3875
ENSG00000101811,3876
ENSG00000177613,3877
ENSG00000176102,3878
ENSG00000125823,3879
ENSG00000149179,3880
ENSG00000268940,3881
ENSG00000271449,3882
ENSG00000269096,3883
,3884
ENSG00000228836,3885
ENSG00000278289,3886
ENSG00000273696,3887
ENSG00000278085,3888
ENSG00000270946,3889
ENSG00000269586,3890
ENSG00000236371,3891
ENSG00000242362,3892
ENSG00000236126,3893
ENSG00000230594,3894
ENSG00000237957,3895
ENSG00000226023,3896
ENSG00000228517,3897
